"Kernel Name","<unnamed>::nanosleepKernel(unsigned long, unsigned int)",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Derivative Avg. Predicated-On Threads Executed","Avg. Predicated-On Threads Unexecuted","Divergent Branches","L1 Conflicts Shared N-Way","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7cd1d72796d0","@!P0  BRA 0x7cd1d7279ad0","0","0","0","6912","221184","0","32","0","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d72796e0","      ULDC.64 UR4, c[0x0][0x160]","0","0","0","6912","221184","221184","32","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d72796f0","      UIADD3 UR4, UP0, UR6, -UR4, URZ","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279700","      UIADD3.X UR5, URZ, ~UR5, URZ, UP0, !UPT","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279710","      IMAD.U32 R0, RZ, RZ, UR4","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279720","      ISETP.LE.AND P0, PT, RZ, UR5, PT","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279730","      IMAD.U32 R2, RZ, RZ, UR5","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279740","@P0   BRA 0x7cd1d7279a40","0","0","0","6912","221184","0","32","0","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279750","      IADD3 R3, P0, RZ, -R0, RZ","0","0","0","6912","221184","221184","32","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279760","      ISETP.GT.U32.AND P1, PT, R3, 0xc, PT","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279770","      IMAD.X R3, RZ, RZ, ~R2, P0","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279780","      PLOP3.LUT P0, PT, PT, PT, PT, 0x80, 0x0","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279790","      ISETP.GT.AND.EX P1, PT, R3, RZ, PT, P1","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d72797a0","@!P1  BRA 0x7cd1d7279910","0","0","0","6912","221184","0","32","0","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d72797b0","      PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x0","0","0","0","6912","221184","221184","32","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d72797c0","      IADD3 R0, P1, R0, 0x10, RZ","9","1","9","428544","13713408","13713408","32","32","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0x7cd1d72797d0","      NANOSLEEP c[0x0][0x168]","6","4","6","428544","13713408","13713408","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"0x7cd1d72797e0","      NANOSLEEP c[0x0][0x168]","1199417","1199369","1199417","428544","13713408","13713408","32","32","0","0","0","0","0","8","0","0","0","0","0","0","0","19","0","0","26","0","0","1199364","0","0","0","7","0","0","0","0","0","0","0","13","0","0","0","0","0","1199349","0","0"
"0x7cd1d72797f0","      NANOSLEEP c[0x0][0x168]","1208534","1208479","1208534","428544","13713408","13713408","32","32","0","0","0","0","0","7","0","0","0","0","0","0","0","8","0","0","29","1","0","1208489","0","0","0","5","0","0","0","0","0","0","0","7","0","0","0","0","0","1208467","0","0"
"0x7cd1d7279800","      NANOSLEEP c[0x0][0x168]","1208373","1208332","1208373","428544","13713408","13713408","32","32","0","0","0","0","0","16","0","0","0","0","0","0","0","14","0","0","26","2","0","1208315","0","0","0","15","0","0","0","0","0","0","0","14","0","0","0","0","0","1208303","0","0"
"0x7cd1d7279810","      IMAD.X R2, RZ, RZ, R2, P1","1208522","1208467","1208522","428544","13713408","13713408","32","32","0","0","0","0","0","2","0","0","0","0","0","5","0","0","2","0","34","3","0","1208476","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","1208463","0","0"
"0x7cd1d7279820","      ISETP.GE.U32.AND P1, PT, R0, -0xc, PT","24","21","24","428544","13713408","13713408","32","32","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","1","0","18","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0"
"0x7cd1d7279830","      NANOSLEEP c[0x0][0x168]","93","62","93","428544","13713408","13713408","32","32","0","0","0","0","0","24","0","0","0","0","0","0","0","3","0","0","2","2","0","62","0","0","0","15","0","0","0","0","0","0","0","2","0","0","0","0","0","45","0","0"
"0x7cd1d7279840","      NANOSLEEP c[0x0][0x168]","1208372","1208332","1208372","428544","13713408","13713408","32","32","0","0","0","0","0","13","0","0","0","0","0","0","0","11","2","0","21","2","0","1208323","0","0","0","10","0","0","0","0","0","0","0","9","2","0","0","0","0","1208311","0","0"
"0x7cd1d7279850","      NANOSLEEP c[0x0][0x168]","1208607","1208528","1208607","428544","13713408","13713408","32","32","0","0","0","0","0","18","0","0","0","0","0","0","0","23","2","0","40","1","0","1208523","0","0","0","13","0","0","0","0","0","0","0","23","2","0","0","0","0","1208490","0","0"
"0x7cd1d7279860","      ISETP.GE.AND.EX P1, PT, R2, -0x1, PT, P1","1208334","1208314","1208334","428544","13713408","13713408","32","32","0","0","0","0","0","1","0","0","0","0","0","7","0","0","3","0","8","1","0","1208314","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","1208309","0","0"
"0x7cd1d7279870","      NANOSLEEP c[0x0][0x168]","72","58","72","428544","13713408","13713408","32","32","0","0","0","0","0","15","0","0","0","0","0","0","0","9","0","0","5","4","0","39","0","0","0","12","0","0","0","0","0","0","0","8","0","0","0","0","0","38","0","0"
"0x7cd1d7279880","      NANOSLEEP c[0x0][0x168]","1208514","1208447","1208514","428544","13713408","13713408","32","32","0","0","0","0","0","16","0","0","0","0","0","0","0","25","1","0","37","2","0","1208433","0","0","0","10","0","0","0","0","0","0","0","25","1","0","0","0","0","1208411","0","0"
"0x7cd1d7279890","      NANOSLEEP c[0x0][0x168]","1208498","1208454","1208498","428544","13713408","13713408","32","32","0","0","0","0","0","8","0","0","0","0","0","0","0","14","0","0","17","5","0","1208454","0","0","0","6","0","0","0","0","0","0","0","14","0","0","0","0","0","1208434","0","0"
"0x7cd1d72798a0","      NANOSLEEP c[0x0][0x168]","1208433","1208375","1208433","428544","13713408","13713408","32","32","0","0","0","0","0","19","0","0","0","0","0","0","0","30","0","0","26","2","0","1208356","0","0","0","12","0","0","0","0","0","0","0","30","0","0","0","0","0","1208333","0","0"
"0x7cd1d72798b0","      NANOSLEEP c[0x0][0x168]","1208556","1208506","1208556","428544","13713408","13713408","32","32","0","0","0","0","0","18","0","0","0","0","0","0","0","18","0","0","24","6","0","1208490","0","0","0","12","0","0","0","0","0","0","0","18","0","0","0","0","0","1208476","0","0"
"0x7cd1d72798c0","      NANOSLEEP c[0x0][0x168]","1208408","1208360","1208408","428544","13713408","13713408","32","32","0","0","0","0","0","26","0","0","0","0","0","0","0","25","2","0","17","11","0","1208327","0","0","0","20","0","0","0","0","0","0","0","25","2","0","0","0","0","1208313","0","0"
"0x7cd1d72798d0","      NANOSLEEP c[0x0][0x168]","1208578","1208521","1208578","428544","13713408","13713408","32","32","0","0","0","0","0","25","0","0","0","0","0","0","0","28","1","0","25","3","0","1208496","0","0","0","15","0","0","0","0","0","0","0","28","1","0","0","0","0","1208477","0","0"
"0x7cd1d72798e0","      NANOSLEEP c[0x0][0x168]","1208397","1208365","1208397","428544","13713408","13713408","32","32","0","0","0","0","0","13","0","0","0","0","0","0","0","25","1","0","14","2","0","1208342","0","0","0","8","0","0","0","0","0","0","0","25","1","0","0","0","0","1208331","0","0"
"0x7cd1d72798f0","      NANOSLEEP c[0x0][0x168]","1208548","1208499","1208548","428544","13713408","13713408","32","32","0","0","0","0","0","31","0","0","0","0","0","0","0","36","3","0","16","1","0","1208461","0","0","0","25","0","0","0","0","0","0","0","36","3","0","0","0","0","1208435","0","0"
"0x7cd1d7279900","@!P1  BRA 0x7cd1d72797c0","1208623","1208561","1208623","428544","13713408","13492224","32","31","1","1","0","0","0","41","0","0","0","0","0","0","0","7","2","0","11","5","0","1208547","0","10","0","25","0","0","0","0","0","0","0","7","2","0","0","0","0","1208520","0","7"
"0x7cd1d7279910","      IADD3 R3, P2, RZ, -R0, RZ","34","25","34","6912","221184","221184","32","32","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0"
"0x7cd1d7279920","      ISETP.GT.U32.AND P1, PT, R3, 0x4, PT","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279930","      IMAD.X R3, RZ, RZ, ~R2, P2","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279940","      ISETP.GT.AND.EX P1, PT, R3, RZ, PT, P1","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279950","@!P1  BRA 0x7cd1d7279a10","0","0","0","6912","221184","0","32","0","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279960","      NANOSLEEP c[0x0][0x168]","0","0","0","6912","221184","221184","32","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279970","      NANOSLEEP c[0x0][0x168]","19520","19520","19520","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19520","0","0"
"0x7cd1d7279980","      NANOSLEEP c[0x0][0x168]","19468","19468","19468","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19468","0","0"
"0x7cd1d7279990","      NANOSLEEP c[0x0][0x168]","19520","19520","19520","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19520","0","0"
"0x7cd1d72799a0","      IADD3 R0, P1, R0, 0x8, RZ","19468","19468","19468","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19468","0","0"
"0x7cd1d72799b0","      NANOSLEEP c[0x0][0x168]","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d72799c0","      NANOSLEEP c[0x0][0x168]","19520","19520","19520","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19520","0","0"
"0x7cd1d72799d0","      NANOSLEEP c[0x0][0x168]","19468","19468","19468","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19468","0","0"
"0x7cd1d72799e0","      NANOSLEEP c[0x0][0x168]","19520","19520","19520","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19520","0","0"
"0x7cd1d72799f0","      PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x0","19454","19450","19454","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","19450","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19450","0","0"
"0x7cd1d7279a00","      IMAD.X R2, RZ, RZ, R2, P1","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279a10","      ISETP.NE.U32.AND P1, PT, R0, RZ, PT","1","1","1","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279a20","      ISETP.NE.OR.EX P0, PT, R2, RZ, P0, P1","3","0","3","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279a30","@!P0  BRA 0x7cd1d7279ad0","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279a40","      IADD3 R0, P0, R0, 0x4, RZ","0","0","0","0","0","0","0","0","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279a50","      NANOSLEEP c[0x0][0x168]","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279a60","      NANOSLEEP c[0x0][0x168]","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279a70","      NANOSLEEP c[0x0][0x168]","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279a80","      NANOSLEEP c[0x0][0x168]","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279a90","      IMAD.X R2, RZ, RZ, R2, P0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279aa0","      ISETP.NE.U32.AND P0, PT, R0, RZ, PT","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279ab0","      ISETP.NE.AND.EX P0, PT, R2, RZ, PT, P0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279ac0","@P0   BRA 0x7cd1d7279a40","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279ad0","      ISETP.NE.U32.AND P0, PT, RZ, UR6, PT","2","1","2","6912","221184","221184","32","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"0x7cd1d7279ae0","      ISETP.NE.AND.EX P0, PT, RZ, RZ, PT, P0","0","0","0","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279af0","@!P0  EXIT","2","0","2","6912","221184","221184","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279b00","      UIADD3 UR4, UP0, URZ, -UR6, URZ","6","5","6","0","0","0","0","0","32","32","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279b10","      UIADD3.X UR5, URZ, -0x1, URZ, UP0, !UPT","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279b20","      NANOSLEEP c[0x0][0x168]","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279b30","      UIADD3 UR4, UP0, UR4, 0x1, URZ","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279b40","      UIADD3.X UR5, URZ, UR5, URZ, UP0, !UPT","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279b50","      ISETP.NE.U32.AND P0, PT, RZ, UR4, PT","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279b60","      ISETP.NE.AND.EX P0, PT, RZ, UR5, PT, P0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279b70","@P0   BRA 0x7cd1d7279b20","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279b80","      EXIT","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279b90","      BRA `(.L_x_0) 0x7cd1d7279b90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279ba0","      NOP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7cd1d7279bb0","      NOP","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
