"Kernel Name","hbmv2::hbmLoadDominantKernel(const uint4 *, unsigned long, int, int)",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Derivative Avg. Predicated-On Threads Executed","Avg. Predicated-On Threads Unexecuted","Divergent Branches","Address Space","Access Operation","Access Size","L1 Tag Requests Global","L1 Conflicts Shared N-Way","L2 Theoretical Sectors Global Excessive","L2 Theoretical Sectors Global","L2 Theoretical Sectors Global Ideal","L2 Explicit Evict Policies","L2 Explicit Hit Policy Evict First","L2 Explicit Hit Policy Evict Last","L2 Explicit Hit Policy Evict Normal","L2 Explicit Hit Policy Evict Normal Demote","L2 Explicit Miss Policy Evict First","L2 Explicit Miss Policy Evict Normal","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x77bf1d27a5a0","      IMAD.WIDE.U32 R2, R5, c[0x0][0x0], R2","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a5b0","      LOP3.LUT R10, R5, 0x9e3779b9, RZ, 0x3c, !PT","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a5c0","      LEA R0, P0, R2, c[0x0][0x160], 0x4","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a5d0","      LEA.HI.X R11, R2, c[0x0][0x164], R3, 0x4, P0","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a5e0","      ISETP.NE.U32.AND P0, PT, RZ, c[0x0][0x168], PT","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a5f0","      ISETP.NE.AND.EX P0, PT, RZ, c[0x0][0x16c], PT, P0","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a600","@!P0  BRA 0x77bf1d27b900","0","0","0","6912","221184","0","32","0","32","32","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a610","      CS2R R24, SRZ","0","0","0","6912","221184","221184","32","32","32","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a620","      IMAD.MOV.U32 R4, RZ, RZ, R0","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a630","      IMAD.MOV.U32 R9, RZ, RZ, R11","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a640","      IMAD.MOV.U32 R2, RZ, RZ, R4","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a650","      IMAD.MOV.U32 R3, RZ, RZ, R9","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a660","      IADD3 R16, P0, R2, 0x1000000, RZ","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a670","      LDG.E.STRONG.GPU R6, [R2.64]","94","94","94","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a680","      IMAD.X R17, RZ, RZ, R3, P0","1","1","1","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x77bf1d27a690","      LDG.E.STRONG.GPU R12, [R2.64+0x360000]","22","22","22","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a6a0","      LDG.E.STRONG.GPU R14, [R2.64+0x6c0000]","40","40","40","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a6b0","      LDG.E.STRONG.GPU R29, [R16.64+-0x5e0000]","54","54","54","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a6c0","      IADD3 R20, P0, R2, 0x2000000, RZ","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a6d0","      LDG.E.STRONG.GPU R22, [R16.64+-0x280000]","1659","1639","1659","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","1651","0","0","0","0","0","0","7","0","0","0","0","1","0","0","0","0","0","1638","0","0","0","0","0","0","0","0","0","0","0","1"
"0x77bf1d27a6e0","      LDG.E.STRONG.GPU R27, [R16.64+0xe0000]","134","131","134","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a6f0","      IMAD.X R21, RZ, RZ, R3, P0","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a700","      LDG.E.STRONG.GPU R8, [R16.64+0x440000]","1492","1473","1492","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","1486","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","1473","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a710","      LDG.E.STRONG.GPU R19, [R16.64+0x7a0000]","64","64","64","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0","1"
"0x77bf1d27a720","      IADD3 R4, P0, R2, 0x3000000, RZ","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a730","      LDG.E.STRONG.GPU R9, [R20.64+-0x500000]","295","292","295","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","292","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","292","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a740","      LDG.E.STRONG.GPU R18, [R20.64+-0x1a0000]","58","58","58","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a750","      IMAD.X R5, RZ, RZ, R3, P0","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a760","      LDG.E.STRONG.GPU R13, [R20.64+0x1c0000]","127","127","127","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a770","      LDG.E.STRONG.GPU R26, [R20.64+0x520000]","84","81","84","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","82","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","81","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a780","      LDG.E.STRONG.GPU R15, [R4.64+-0x420000]","782","771","782","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","779","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","771","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a790","      LDG.E.STRONG.GPU R16, [R4.64+0x600000]","183","181","183","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","182","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","181","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a7a0","      LOP3.LUT R7, R7, R6, R12, 0x96, !PT","972","949","972","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","972","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","949","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a7b0","      IADD3 R6, P0, R2, 0x4000000, RZ","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a7c0","      LDG.E.STRONG.GPU R12, [R4.64+-0x780000]","948","940","948","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","946","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","940","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a7d0","      LOP3.LUT R28, R7, R14, R29, 0x96, !PT","64","63","64","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a7e0","      IMAD.X R7, RZ, RZ, R3, P0","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a7f0","      LDG.E.STRONG.GPU R14, [R4.64+-0xc0000]","420","419","420","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","419","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","419","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a800","      LDG.E.STRONG.GPU R29, [R4.64+0x2a0000]","167","166","167","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","166","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","165","0","0","0","0","0","0","0","0","0","0","0","1"
"0x77bf1d27a810","      LDG.E.STRONG.GPU R17, [R6.64+-0x6a0000]","163","162","163","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","162","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","161","0","0","0","0","0","0","0","0","0","0","0","1"
"0x77bf1d27a820","      LDG.E.STRONG.GPU R20, [R6.64+-0x340000]","142","140","142","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","140","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","140","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a830","      LDG.E.STRONG.GPU R21, [R6.64+0x20000]","132","131","132","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a840","      LOP3.LUT R22, R28, R22, R27, 0x96, !PT","23","23","23","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a850","      LDG.E.STRONG.GPU R27, [R6.64+0x6e0000]","172","170","172","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","169","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","2"
"0x77bf1d27a860","      LOP3.LUT R19, R22, R8, R19, 0x96, !PT","367","367","367","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","367","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a870","      IADD3 R8, P0, R2, 0x5000000, RZ","1","0","1","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a880","      LDG.E.STRONG.GPU R22, [R6.64+0x380000]","197","195","197","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","196","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","195","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a890","      LOP3.LUT R18, R19, R9, R18, 0x96, !PT","1","0","1","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a8a0","      IMAD.X R9, RZ, RZ, R3, P0","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a8b0","      IADD3 R4, P0, R2, 0x6000000, RZ","1","1","1","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a8c0","      LOP3.LUT R26, R18, R13, R26, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a8d0","      LDG.E.STRONG.GPU R18, [R8.64+-0x5c0000]","209","207","209","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","208","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","207","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a8e0","      LDG.E.STRONG.GPU R13, [R8.64+-0x260000]","124","123","124","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","123","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","123","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a8f0","      IMAD.X R5, RZ, RZ, R3, P0","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a900","      LDG.E.STRONG.GPU R19, [R8.64+0x100000]","145","143","145","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","143","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a910","      IADD3 R6, P0, R2, 0x7000000, RZ","37","37","37","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a920","      IMAD.X R7, RZ, RZ, R3, P0","2","2","2","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x77bf1d27a930","      LOP3.LUT R26, R26, R12, R15, 0x96, !PT","1821","1802","1821","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1802","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a940","      LDG.E.STRONG.GPU R12, [R8.64+0x460000]","274","268","274","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","272","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","268","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a950","      LDG.E.STRONG.GPU R15, [R8.64+0x7c0000]","159","159","159","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","159","0","0","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a960","      LOP3.LUT R26, R26, R14, R29, 0x96, !PT","329","324","329","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","327","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","323","1","0","0","0","0","0","0","0","0","0","0"
"0x77bf1d27a970","      LDG.E.STRONG.GPU R14, [R4.64+-0x4e0000]","173","168","173","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","172","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0"
