"Kernel Name","hbmv2::hbmXorOnlyKernel(unsigned long, int, int)",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Derivative Avg. Predicated-On Threads Executed","Avg. Predicated-On Threads Unexecuted","Divergent Branches","L1 Conflicts Shared N-Way","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7de64b279860","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","1","0","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279870","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","4","2","4","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7de64b279880","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","1","0","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279890","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b2798a0","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","2","0","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b2798b0","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","2","1","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b2798c0","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","1","0","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b2798d0","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","12","6","12","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","1","0","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","1"
"0x7de64b2798e0","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","1","0","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b2798f0","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","3","2","3","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7de64b279900","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","1","1","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279910","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","2","1","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279920","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279930","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","7","2","7","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279940","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","2","0","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279950","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","1","1","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279960","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","3","2","3","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7de64b279970","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","2","1","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279980","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","1","0","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279990","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","11","9","11","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","2"
"0x7de64b2799a0","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","2","1","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b2799b0","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","3","1","3","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b2799c0","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","1","1","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b2799d0","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b2799e0","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","1","0","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b2799f0","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","22","8","22","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","13","1","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279a00","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","5","3","5","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"0x7de64b279a10","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","3","2","3","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7de64b279a20","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279a30","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279a40","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","1","1","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279a50","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","16","7","16","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","6","3","0","0","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279a60","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","2","1","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279a70","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","2","2","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7de64b279a80","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","1","0","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279a90","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279aa0","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","1","0","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279ab0","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","5","2","5","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279ac0","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","1","0","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279ad0","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","2","1","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279ae0","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","1","1","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279af0","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","2","2","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"0x7de64b279b00","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","1","1","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279b10","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","6","3","6","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279b20","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","1","1","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279b30","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279b40","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","1","1","1","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x7de64b279b50","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","2","0","2","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279b60","      LOP3.LUT R2, R2, R5, R0, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279b70","      LOP3.LUT R5, R5, R0, R3, 0x96, !PT","4","2","4","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279b80","      LOP3.LUT R0, R0, R3, R2, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7de64b279b90","      LOP3.LUT R3, R3, R2, R5, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
