"Kernel Name","hbmv2::hbmLoadDominantKernel(const uint4 *, unsigned long, int, int)",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Derivative Avg. Predicated-On Threads Executed","Avg. Predicated-On Threads Unexecuted","Divergent Branches","Address Space","Access Operation","Access Size","L1 Tag Requests Global","L1 Conflicts Shared N-Way","L2 Theoretical Sectors Global Excessive","L2 Theoretical Sectors Global","L2 Theoretical Sectors Global Ideal","L2 Explicit Evict Policies","L2 Explicit Hit Policy Evict First","L2 Explicit Hit Policy Evict Last","L2 Explicit Hit Policy Evict Normal","L2 Explicit Hit Policy Evict Normal Demote","L2 Explicit Miss Policy Evict First","L2 Explicit Miss Policy Evict Normal","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x79267527a5a0","      IMAD.WIDE.U32 R2, R5, c[0x0][0x0], R2","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a5b0","      LOP3.LUT R10, R5, 0x9e3779b9, RZ, 0x3c, !PT","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a5c0","      LEA R0, P0, R2, c[0x0][0x160], 0x4","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a5d0","      LEA.HI.X R11, R2, c[0x0][0x164], R3, 0x4, P0","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a5e0","      ISETP.NE.U32.AND P0, PT, RZ, c[0x0][0x168], PT","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a5f0","      ISETP.NE.AND.EX P0, PT, RZ, c[0x0][0x16c], PT, P0","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a600","@!P0  BRA 0x79267527b900","0","0","0","6912","221184","0","32","0","32","32","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a610","      CS2R R24, SRZ","0","0","0","6912","221184","221184","32","32","32","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a620","      IMAD.MOV.U32 R4, RZ, RZ, R0","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a630","      IMAD.MOV.U32 R9, RZ, RZ, R11","0","0","0","6912","221184","221184","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a640","      IMAD.MOV.U32 R2, RZ, RZ, R4","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a650","      IMAD.MOV.U32 R3, RZ, RZ, R9","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a660","      IADD3 R16, P0, R2, 0x1000000, RZ","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a670","      LDG.E.STRONG.GPU R6, [R2.64]","98","97","98","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a680","      IMAD.X R17, RZ, RZ, R3, P0","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a690","      LDG.E.STRONG.GPU R12, [R2.64+0x360000]","24","24","24","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a6a0","      LDG.E.STRONG.GPU R14, [R2.64+0x6c0000]","44","44","44","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a6b0","      LDG.E.STRONG.GPU R29, [R16.64+-0x5e0000]","34","34","34","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a6c0","      IADD3 R20, P0, R2, 0x2000000, RZ","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a6d0","      LDG.E.STRONG.GPU R22, [R16.64+-0x280000]","1776","1758","1776","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","1766","0","0","0","0","0","0","9","1","0","0","0","0","0","0","0","0","0","1758","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a6e0","      LDG.E.STRONG.GPU R27, [R16.64+0xe0000]","118","117","118","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a6f0","      IMAD.X R21, RZ, RZ, R3, P0","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a700","      LDG.E.STRONG.GPU R8, [R16.64+0x440000]","1431","1415","1431","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","1423","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","1415","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a710","      LDG.E.STRONG.GPU R19, [R16.64+0x7a0000]","90","90","90","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a720","      IADD3 R4, P0, R2, 0x3000000, RZ","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a730","      LDG.E.STRONG.GPU R9, [R20.64+-0x500000]","275","273","275","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","273","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a740","      LDG.E.STRONG.GPU R18, [R20.64+-0x1a0000]","71","69","71","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","69","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","69","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a750","      IMAD.X R5, RZ, RZ, R3, P0","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a760","      LDG.E.STRONG.GPU R13, [R20.64+0x1c0000]","192","192","192","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a770","      LDG.E.STRONG.GPU R26, [R20.64+0x520000]","100","99","100","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a780","      LDG.E.STRONG.GPU R15, [R4.64+-0x420000]","1363","1349","1363","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","1356","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","1349","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a790","      LDG.E.STRONG.GPU R16, [R4.64+0x600000]","249","247","249","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","245","0","0","0","0","0","0","1","1","0","0","0","2","0","0","0","0","0","245","0","0","0","0","0","0","0","0","0","0","0","2"
"0x79267527a7a0","      LOP3.LUT R7, R7, R6, R12, 0x96, !PT","860","853","860","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","860","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","853","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a7b0","      IADD3 R6, P0, R2, 0x4000000, RZ","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a7c0","      LDG.E.STRONG.GPU R12, [R4.64+-0x780000]","1671","1663","1671","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","1666","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","1663","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a7d0","      LOP3.LUT R28, R7, R14, R29, 0x96, !PT","49","48","49","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a7e0","      IMAD.X R7, RZ, RZ, R3, P0","1","1","1","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x79267527a7f0","      LDG.E.STRONG.GPU R14, [R4.64+-0xc0000]","427","421","427","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","425","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","421","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a800","      LDG.E.STRONG.GPU R29, [R4.64+0x2a0000]","152","150","152","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","148","0","0","0","0","0","0","0","0","0","0","0","2"
"0x79267527a810","      LDG.E.STRONG.GPU R17, [R6.64+-0x6a0000]","146","146","146","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a820","      LDG.E.STRONG.GPU R20, [R6.64+-0x340000]","98","98","98","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a830","      LDG.E.STRONG.GPU R21, [R6.64+0x20000]","378","375","378","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","376","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","375","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a840","      LOP3.LUT R22, R28, R22, R27, 0x96, !PT","15","15","15","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a850","      LDG.E.STRONG.GPU R27, [R6.64+0x6e0000]","1153","1145","1153","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","1150","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1145","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a860","      LOP3.LUT R19, R22, R8, R19, 0x96, !PT","330","329","330","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","329","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a870","      IADD3 R8, P0, R2, 0x5000000, RZ","1","0","1","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a880","      LDG.E.STRONG.GPU R22, [R6.64+0x380000]","316","312","316","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","314","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","312","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a890","      LOP3.LUT R18, R19, R9, R18, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a8a0","      IMAD.X R9, RZ, RZ, R3, P0","1","1","1","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x79267527a8b0","      IADD3 R4, P0, R2, 0x6000000, RZ","3","1","3","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a8c0","      LOP3.LUT R26, R18, R13, R26, 0x96, !PT","1","1","1","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"0x79267527a8d0","      LDG.E.STRONG.GPU R18, [R8.64+-0x5c0000]","1474","1458","1474","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","1466","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","1458","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a8e0","      LDG.E.STRONG.GPU R13, [R8.64+-0x260000]","95","94","95","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a8f0","      IMAD.X R5, RZ, RZ, R3, P0","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a900","      LDG.E.STRONG.GPU R19, [R8.64+0x100000]","360","355","360","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","358","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","355","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a910","      IADD3 R6, P0, R2, 0x7000000, RZ","39","39","39","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a920","      IMAD.X R7, RZ, RZ, R3, P0","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a930","      LOP3.LUT R26, R26, R12, R15, 0x96, !PT","1314","1305","1314","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1305","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a940","      LDG.E.STRONG.GPU R12, [R8.64+0x460000]","407","405","407","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","405","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","405","0","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a950","      LDG.E.STRONG.GPU R15, [R8.64+0x7c0000]","280","278","280","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","279","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","277","0","0","0","0","0","0","0","0","0","0","0","1"
"0x79267527a960","      LOP3.LUT R26, R26, R14, R29, 0x96, !PT","211","211","211","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","211","0","0","0","0","0","0","0","0","0","0","0"
"0x79267527a970","      LDG.E.STRONG.GPU R14, [R4.64+-0x4e0000]","443","442","443","13824","442368","442368","32","32","0","0","0","Global","Load","32","55296","0","165888","221184","55296","","0","0","0","0","0","0","0","0","0","0","0","440","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","440","0","0","0","0","0","0","0","0","0","0","0","2"
"0x79267527a980","      LOP3.LUT R28, R26, R16, R17, 0x96, !PT","0","0","0","13824","442368","442368","32","32","0","0","0","-","-","-","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
